date,1,1.lower,1.upper,3,3.lower,3.upper,4,4.lower,4.upper,7,7.lower,7.upper,10,10.lower,10.upper
2020-11-30,0.8643615039907138,0.849713466494586,0.8791769252594519,0.6875866253859184,0.6805456444075964,0.6946760041018015,0.7778031318166116,0.7713946299603713,0.7842470289824393,0.9744823911053018,0.968965996131056,0.9800196832876739,0.8874398202443167,0.8830652901078776,0.8918287736184618
2020-12-01,1.2926597556544732,1.2742856689091728,1.3112096249453435,0.8479590831677479,0.8397422008114027,0.8562293930219187,0.8182067618152017,0.8114010828725615,0.825050390176507,0.9787734911342845,0.9732270306120894,0.9843409847389937,0.9433182354116836,0.9387306179641776,0.9479207751600572
2020-12-02,1.4325353522300222,1.4140392066516558,1.4511920898951616,1.198299730172568,1.1883040410519705,1.2083513167724393,0.9938842750072867,0.9861733689516645,1.0016352711708965,0.9947255147880346,0.9891178413706122,1.000354342907174,1.043306815186153,1.0384417391683844,1.0481870627091467
2020-12-03,1.3337217337088891,1.3169535258877663,1.3506316761358466,1.353826048172565,1.3435061736130345,1.364198634633229,1.2365953473259372,1.2279922350456653,1.2452385474218601,1.0092049977087725,1.0035537444816094,1.0148774269353076,1.0821732342307782,1.077252074145496,1.0871093589479979
2020-12-04,1.103167326015451,1.0886164547140935,1.1178472851085188,1.2780349620350482,1.2685107962600388,1.2876066814951947,1.2811429292899836,1.2726806612013335,1.289642625872577,1.0222916287850536,1.016613159693018,1.0279912039966108,1.0705435634004674,1.0657116750017717,1.0753900348170933
2020-12-05,0.7543472737920155,0.7424850356218022,0.7663351882521432,1.0526716664235853,1.0443641579524447,1.061023113854396,1.1342709098492185,1.1266266795053146,1.1419496399590825,1.0219278427553493,1.0162696000202598,1.0276070487301614,1.0135547629609496,1.0089025154133497,1.0182212901933416
2020-12-06,0.5309055159139567,0.5205769178798487,0.5413698366851538,0.8000959496228305,0.7929051976300381,0.8073300454248244,0.9250602467098163,0.9182901898902829,0.9318634966959038,1.0268593497622336,1.0212059829551605,1.0325335427549829,0.9405708520637384,0.9360979344272597,0.9450579955624496
2020-12-07,1.0068833098640082,0.9915123873140145,1.0224122761963343,0.7520924188898592,0.7448972433833597,0.7593337794209118,0.8445952211152,0.8380476419983995,0.8511768154575797,1.0443168303390427,1.0386363303309747,1.0500180045136494,0.937539987155902,0.9330336932267483,0.9420607672144575
2020-12-08,1.3951802762820855,1.3769907813606077,1.4135292543585698,0.9531595493343726,0.9447222435294147,0.9616469419067725,0.8964978109185532,0.8895759288996383,0.9034555067450569,1.0603985825121411,1.0547084668556517,1.0661091267803233,1.0016351418534795,0.9969304833069224,1.0063545784781025
2020-12-09,1.502689970475029,1.4848672647628933,1.5206547249604145,1.3085927798749355,1.2986203532536862,1.3186161301197274,1.0964070532198888,1.088621709834526,1.1042294266627053,1.076401740872702,1.0707157057388492,1.0821078709222332,1.1086330360454708,1.1036825666412338,1.1135982866237077
2020-12-10,1.3677439674094116,1.3518810415962366,1.3837305006569096,1.4201607932245224,1.4102069759020865,1.4301613394653243,1.325845886971436,1.3173947853163925,1.3343330541884804,1.0870613024500517,1.0814055249675725,1.092736765545343,1.1595948595221097,1.154608971556499,1.164595080404674
2020-12-11,1.1743443893194172,1.1603637689694346,1.188436858133487,1.3353627739322884,1.326261256086573,1.3445058365184877,1.347719620134924,1.3395733995513823,1.3558987998635523,1.0996708045890053,1.0940478479008826,1.1053129948117029,1.151034164766756,1.1461784493112486,1.1559035748588353
2020-12-12,0.8426702950025651,0.8310889397970438,0.8543587458282778,1.116217401874643,1.1082677692803813,1.124204959168576,1.1976512853313799,1.1903331536142967,1.2049993501975433,1.1061907429558715,1.100624402641036,1.1117758193263445,1.090189468147219,1.0855614182771078,1.0948306531383165
2020-12-13,0.5410018929701097,0.5314933788596256,0.550623142706264,0.8533197788312298,0.8464717528210868,0.860204639696392,0.9714175832453111,0.9650013107788357,0.9778622339844713,1.0920728965135356,1.086618356334448,1.09754565980228,1.005648760968439,1.0012560089757259,1.0100543422550647
2020-12-14,0.9688248187831843,0.9551011977015608,0.9826792755745273,0.7764418699435343,0.7697490119113299,0.7831734116431093,0.8786890461625815,0.8725484078284063,0.8848584273424682,1.0849013055624226,1.0795286590423434,1.090291748467195,0.9923284760858959,0.9879620601664062,0.9967077383563814
2020-12-15,1.3808356461918325,1.3642442344951569,1.3975610346889933,0.93879471022030625,0.9311519740812081,0.9464791525803856,0.9118472992204807,0.9054547849694078,0.918269830359694,1.089489964815779,1.084162151115954,1.0948352046990082,1.05429860649571,1.0497834192393527,1.0588267219735976
2020-12-16,1.446234016106124,1.4301555686547687,1.4624325218198535,1.2696981408124715,1.2607047490711696,1.2787342015130192,1.0696174591271448,1.062585746277007,1.07668012557002,1.0905562757176646,1.0852846532725458,1.0958449413808937,1.1452284299771123,1.1405512224011005,1.1499184070670119
2020-12-17,1.3006446787693884,1.2863238079663635,1.3150714484517239,1.3724023238592953,1.3633902960120654,1.3814539775694623,1.2785811553903281,1.2709588807276262,1.2862338444993393,1.0862478229743504,1.081046169394396,1.0914661356670745,1.1740019387268403,1.16935762181289,1.1786585365596218
2020-12-18,1.1187791151768907,1.1060332127179062,1.131622565927568,1.2773775108798333,1.269126497099504,1.285664209131051,1.2991331177403675,1.2917368944198306,1.3065575201755613,1.078843718213284,1.0737154460649503,1.0839882935035359,1.1511359038934175,1.1466454162548707,1.1556381000087956
2020-12-19,0.7922282425107211,0.7816594998617916,0.8028918245877971,1.061692897766092,1.0544522599336072,1.0689666063153296,1.1447363425882962,1.138076808300974,1.1514218054943988,1.0657833699477945,1.0607356137889716,1.0708471147083805,1.0807381709379908,1.0764738258657787,1.0850137630235102
2020-12-20,0.5409981020583229,0.5319825632129339,0.5501149281396532,0.8204926504340996,0.8141740514773238,0.826843856507116,0.9335253925909965,0.9276293563979258,0.9394463595886167,1.0575031488158306,1.0525148300106744,1.0625072039659147,0.9963821543502811,0.9923282234430675,1.0004471111932611
2020-12-21,0.9196336447171166,0.9069597391399776,0.9324250746270379,0.7439429265171221,0.7377490275468345,0.7501713968276985,0.8420201211576327,0.8363549241458563,0.847710843401965,1.049813235099427,1.044876574221184,1.0547654208278776,0.9715200514195002,0.9675075368196032,0.9755436447004558
