,mean,std,2.5%,25%,median,75%,97.5%
2021-03-14,1.122,0.069,0.992,1.074,1.119,1.167,1.27
2021-03-15,1.119,0.069,0.989,1.073,1.115,1.16,1.263
2021-03-16,1.114,0.068,0.985,1.067,1.111,1.159,1.259
2021-03-17,1.105,0.067,0.977,1.057,1.103,1.152,1.237
2021-03-18,1.098,0.067,0.969,1.052,1.096,1.143,1.233
2021-03-19,1.093,0.067,0.966,1.048,1.092,1.137,1.228
2021-03-20,1.085,0.067,0.961,1.04,1.082,1.128,1.225
2021-03-21,1.078,0.069,0.95,1.032,1.077,1.121,1.221
2021-03-22,1.072,0.07,0.948,1.02,1.071,1.118,1.217
2021-03-23,1.066,0.07,0.943,1.02,1.063,1.109,1.216
2021-03-24,1.059,0.067,0.931,1.014,1.053,1.105,1.21
2021-03-25,1.052,0.066,0.931,1.009,1.046,1.099,1.187
2021-03-26,1.045,0.065,0.923,0.999,1.043,1.088,1.176
2021-03-27,1.038,0.066,0.915,0.994,1.034,1.081,1.172
2021-03-28,1.03,0.064,0.917,0.985,1.027,1.07,1.166
2021-03-29,1.025,0.063,0.914,0.98,1.023,1.066,1.154
2021-03-30,1.017,0.063,0.901,0.973,1.015,1.057,1.15
2021-03-31,1.011,0.063,0.894,0.968,1.01,1.052,1.146
2021-04-01,1.001,0.064,0.874,0.958,1.002,1.038,1.132
2021-04-02,0.991,0.064,0.874,0.945,0.99,1.029,1.122
2021-04-03,0.983,0.065,0.865,0.937,0.982,1.022,1.119
2021-04-04,0.974,0.065,0.858,0.929,0.972,1.015,1.104
2021-04-05,0.967,0.065,0.848,0.921,0.965,1.01,1.094
2021-04-06,0.959,0.066,0.833,0.912,0.956,1.005,1.081
2021-04-07,0.951,0.065,0.831,0.906,0.951,0.993,1.082
2021-04-08,0.945,0.064,0.817,0.903,0.944,0.987,1.076
2021-04-09,0.937,0.062,0.811,0.896,0.937,0.978,1.057
2021-04-10,0.927,0.061,0.805,0.886,0.925,0.968,1.056
2021-04-11,0.92,0.06,0.807,0.877,0.918,0.962,1.033
2021-04-12,0.911,0.056,0.809,0.871,0.911,0.947,1.02
2021-04-13,0.902,0.056,0.795,0.862,0.902,0.94,1.01
2021-04-14,0.895,0.055,0.793,0.855,0.891,0.931,1.011
2021-04-15,0.884,0.055,0.78,0.845,0.88,0.922,0.998
2021-04-16,0.877,0.055,0.781,0.836,0.878,0.913,0.99
2021-04-17,0.87,0.055,0.772,0.829,0.867,0.906,0.986
2021-04-18,0.862,0.055,0.762,0.822,0.86,0.899,0.974
2021-04-19,0.854,0.055,0.75,0.815,0.852,0.89,0.964
2021-04-20,0.846,0.054,0.749,0.808,0.844,0.879,0.956
2021-04-21,0.837,0.054,0.737,0.799,0.838,0.874,0.945
2021-04-22,0.828,0.055,0.731,0.792,0.824,0.863,0.946
2021-04-23,0.818,0.054,0.72,0.782,0.815,0.853,0.925
2021-04-24,0.809,0.055,0.706,0.772,0.806,0.846,0.922
2021-04-25,0.801,0.054,0.701,0.766,0.799,0.837,0.914
2021-04-26,0.794,0.053,0.692,0.757,0.793,0.827,0.905
2021-04-27,0.786,0.055,0.685,0.749,0.785,0.821,0.9
2021-04-28,0.778,0.054,0.677,0.741,0.775,0.812,0.891
2021-04-29,0.772,0.051,0.673,0.738,0.771,0.805,0.876
2021-04-30,0.768,0.05,0.674,0.735,0.767,0.801,0.872
2021-05-01,0.762,0.05,0.668,0.726,0.762,0.795,0.86
2021-05-02,0.755,0.049,0.662,0.72,0.755,0.787,0.852
2021-05-03,0.75,0.048,0.658,0.714,0.749,0.784,0.836
2021-05-04,0.745,0.048,0.653,0.712,0.746,0.778,0.837
2021-05-05,0.741,0.047,0.651,0.71,0.742,0.77,0.83
2021-05-06,0.737,0.045,0.649,0.708,0.736,0.767,0.83
2021-05-07,0.736,0.047,0.649,0.703,0.733,0.767,0.827
2021-05-08,0.732,0.048,0.641,0.698,0.728,0.765,0.828
2021-05-09,0.73,0.047,0.632,0.699,0.73,0.761,0.824
2021-05-10,0.728,0.047,0.635,0.697,0.727,0.758,0.821
2021-05-11,0.728,0.048,0.634,0.699,0.726,0.761,0.819
2021-05-12,0.726,0.048,0.636,0.695,0.726,0.757,0.819
2021-05-13,0.726,0.048,0.638,0.695,0.725,0.756,0.829
2021-05-14,0.725,0.049,0.63,0.692,0.725,0.755,0.824
2021-05-15,0.724,0.049,0.636,0.691,0.722,0.755,0.823
2021-05-16,0.724,0.049,0.633,0.691,0.722,0.755,0.823
2021-05-17,0.725,0.049,0.637,0.691,0.723,0.754,0.831
2021-05-18,0.725,0.049,0.64,0.692,0.72,0.755,0.83
2021-05-19,0.725,0.048,0.637,0.69,0.723,0.755,0.833
2021-05-20,0.725,0.049,0.638,0.692,0.72,0.757,0.83
2021-05-21,0.725,0.051,0.633,0.69,0.724,0.756,0.841
2021-05-22,0.726,0.05,0.632,0.692,0.725,0.759,0.827
2021-05-23,0.726,0.05,0.634,0.692,0.723,0.761,0.828
2021-05-24,0.726,0.051,0.631,0.693,0.724,0.758,0.829
2021-05-25,0.728,0.05,0.632,0.694,0.728,0.762,0.827
2021-05-26,0.729,0.05,0.633,0.695,0.73,0.763,0.825
2021-05-27,0.73,0.05,0.626,0.693,0.73,0.763,0.824
2021-05-28,0.733,0.051,0.633,0.697,0.732,0.765,0.83
2021-05-29,0.735,0.05,0.64,0.701,0.736,0.768,0.83
2021-05-30,0.738,0.05,0.646,0.702,0.738,0.773,0.838
2021-05-31,0.741,0.051,0.647,0.705,0.74,0.774,0.837
2021-06-01,0.745,0.049,0.655,0.711,0.742,0.777,0.843
2021-06-02,0.749,0.049,0.658,0.716,0.748,0.778,0.853
2021-06-03,0.753,0.05,0.654,0.719,0.752,0.785,0.848
2021-06-04,0.759,0.051,0.664,0.724,0.759,0.793,0.859
2021-06-05,0.765,0.051,0.666,0.729,0.766,0.798,0.864
2021-06-06,0.769,0.053,0.669,0.734,0.768,0.804,0.876
2021-06-07,0.776,0.056,0.666,0.737,0.775,0.815,0.887
2021-06-08,0.782,0.058,0.672,0.744,0.782,0.816,0.906
2021-06-09,0.787,0.059,0.674,0.749,0.786,0.825,0.908
2021-06-10,0.793,0.061,0.673,0.754,0.795,0.837,0.91
2021-06-11,0.8,0.062,0.677,0.755,0.801,0.842,0.918
2021-06-12,0.807,0.064,0.687,0.763,0.808,0.847,0.933
2021-06-13,0.811,0.068,0.687,0.765,0.807,0.855,0.949
2021-06-14,0.815,0.07,0.691,0.765,0.814,0.859,0.96
2021-06-15,0.82,0.076,0.69,0.764,0.818,0.867,0.993
2021-06-16,0.822,0.08,0.685,0.766,0.822,0.872,0.995
2021-06-17,0.826,0.085,0.685,0.765,0.82,0.877,1.013
2021-06-18,0.828,0.089,0.677,0.765,0.824,0.882,1.022
2021-06-19,0.832,0.093,0.671,0.769,0.824,0.888,1.05
2021-06-20,0.835,0.096,0.666,0.769,0.827,0.894,1.05
2021-06-21,0.837,0.098,0.661,0.771,0.828,0.899,1.045
2021-06-22,0.84,0.102,0.661,0.768,0.833,0.9,1.055
2021-06-23,0.84,0.108,0.643,0.763,0.832,0.902,1.077
2021-06-24,0.843,0.111,0.644,0.763,0.834,0.906,1.08
2021-06-25,0.845,0.118,0.644,0.763,0.834,0.915,1.104
2021-06-26,0.846,0.119,0.639,0.767,0.831,0.917,1.102
2021-06-27,0.845,0.121,0.631,0.768,0.832,0.922,1.103
2021-06-28,0.846,0.125,0.619,0.762,0.837,0.927,1.108
2021-06-29,0.847,0.128,0.618,0.758,0.841,0.924,1.128
2021-06-30,0.85,0.135,0.615,0.759,0.836,0.932,1.151
2021-07-01,0.851,0.139,0.601,0.755,0.834,0.939,1.17
2021-07-02,0.85,0.142,0.611,0.752,0.832,0.938,1.163
2021-07-03,0.852,0.143,0.6,0.751,0.837,0.939,1.168
2021-07-04,0.854,0.146,0.613,0.752,0.839,0.945,1.178
2021-07-05,0.853,0.149,0.601,0.752,0.841,0.944,1.205
2021-07-06,0.853,0.154,0.593,0.747,0.835,0.95,1.21
2021-07-07,0.853,0.158,0.594,0.746,0.832,0.951,1.224
2021-07-08,0.855,0.162,0.593,0.745,0.834,0.952,1.214
2021-07-09,0.856,0.165,0.582,0.74,0.835,0.963,1.237
2021-07-10,0.856,0.165,0.578,0.74,0.834,0.956,1.247
2021-07-11,0.858,0.168,0.58,0.737,0.836,0.955,1.249
2021-07-12,0.86,0.171,0.583,0.735,0.837,0.964,1.242
2021-07-13,0.86,0.173,0.58,0.73,0.838,0.967,1.245
2021-07-14,0.861,0.178,0.591,0.729,0.844,0.969,1.266
2021-07-15,0.86,0.181,0.582,0.73,0.84,0.966,1.275
2021-07-16,0.861,0.184,0.572,0.729,0.846,0.969,1.264
2021-07-17,0.861,0.187,0.551,0.724,0.84,0.968,1.284
2021-07-18,0.862,0.192,0.551,0.722,0.837,0.969,1.288
2021-07-19,0.861,0.194,0.552,0.719,0.841,0.969,1.279
