Country/Region,Date,Province/State,total_cases,new_cases,infected_4,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_4,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Germany,2021-02-28,0.0,2398753,3372.0,28457.725319094665,36390.097167739536,44277.79618601179,52259.68656599853,60444.44604027075,68914.0019659058,77727.05769047333,-0.14918569354361122,-0.11829935001112957,-0.09797224528877602,-0.0837362083783999,-0.07330254869542296,-0.06537962224245386,-0.059185022589407166
Germany,2021-03-01,0.0,2403370,4617.0,25960.293989321,33729.077734191625,41515.163488343154,49411.01705657017,57505.89028523691,65873.89063636071,74571.351921426,-0.08775934484468195,-0.0731248235277302,-0.062393184296317794,-0.0545098850876341,-0.04861581084018951,-0.04411456660214197,-0.040599835666159656
Germany,2021-03-02,0.0,2414095,10725.0,30195.22049199075,37708.262187353306,45320.969573619295,53077.300334203006,61042.6539995823,69279.56945454286,77839.2167292834,0.16313091463493534,0.11797489645345172,0.0916726748852803,0.07419971285827498,0.06150263384850785,0.05169997984455321,0.04382198691128303
Germany,2021-03-03,0.0,2425200,11105.0,33751.41536899306,41271.60974988264,48872.47464468275,56599.82885788829,64517.32224963451,72686.8395151492,81160.29505635507,0.11777343629418402,0.09449779321107044,0.07836339567480777,0.06636600771903556,0.05692197213568062,0.04918145547717345,0.04266587546251932
Germany,2021-03-04,0.0,2435163,9963.0,35276.561526744794,42980.28779990612,50690.06220390229,58477.139021047115,66415.6569684302,74573.52401346595,83007.26555071956,0.04518762075835392,0.04140080942755886,0.03719041387680777,0.0331681243749411,0.029423643954882728,0.025956342453485437,0.022757069735663382
Germany,2021-03-05,0.0,2444653,9490.0,35947.42114505859,43874.230239924895,51731.71850325191,59613.26201804039,67603.69984737641,75777.57690085862,84196.5389956476,0.01901714876052152,0.020798893766847515,0.02054951708600239,0.019428498315972043,0.017887994084150094,0.01614584939254371,0.01432734155302784
Germany,2021-03-06,0.0,2452788,8135.0,35095.56585879395,43234.38419193992,51244.76541937659,59232.08172974891,67288.23736645436,75492.84613409654,83911.88509608284,-0.023697257247666137,-0.01458364157014258,-0.009413046733498853,-0.006394219597916417,-0.004666349351207799,-0.003757454096672941,-0.003380826610693277
Germany,2021-03-07,0.0,2456107,3319.0,29640.674394095462,37906.50735355194,46022.97118281383,54089.35576835622,62196.207695647565,70423.75211919693,78839.69658647456,-0.15542964848169405,-0.12323239796211194,-0.10189907581445001,-0.08682331957969658,-0.07567488568730663,-0.0671466804403622,-0.06044660424206183
Germany,2021-03-08,0.0,2460862,4755.0,26985.505795571597,35080.205882841554,43107.4759856782,51117.30494430533,59176.68173369162,67353.89077261949,75710.7269278271,-0.08957854882859162,-0.07455979640512977,-0.0633486957101187,-0.05494705532783617,-0.04854839344436823,-0.04359127786008188,-0.03968774353685489
Germany,2021-03-09,0.0,2472171,11309.0,31548.129346678696,39373.164706273245,47231.896654731834,55123.83280940457,63088.59651698017,71179.12513121733,79448.65423504439,0.16907682167127813,0.12237553102650023,0.09567761913093475,0.07837909039736224,0.06610567995165817,0.0567930718584837,0.049371171812688575
Germany,2021-03-10,0.0,2485939,13768.0,37429.09701000902,45266.5317650186,53127.913878943196,61016.999550918204,68970.52195235765,77038.33344997096,85271.78881153995,0.18641256344251222,0.14967979086035665,0.12483126111389553,0.10690778273509705,0.09323278310358951,0.08231638570932565,0.07329431357349536
Germany,2021-03-11,0.0,2498902,12963.0,41034.822757506765,49176.22541201488,57236.261565786,65263.28532935846,73312.20670831294,81441.51862219641,89707.60993038597,0.09633483133545884,0.08637051469486878,0.07732936204128116,0.06959184833231213,0.06294986079639009,0.05715576875874273,0.05201979670732215
Germany,2021-03-12,0.0,2511255,12353.0,43129.11706813007,51693.980329611906,60049.884638155,68292.95885373582,76501.18086977382,84745.46099750792,93089.84893734737,0.05103700149990731,0.05119862080715709,0.04915805112699556,0.04642232626028209,0.0434985428026855,0.04056828054297901,0.037702921854523286
Germany,2021-03-13,0.0,2521563,10308.0,42654.83780109756,51663.18426368953,60349.570531795835,68844.82187463071,77246.53326105209,85637.29866445147,94088.86404361263,-0.010996730266546018,-0.000595737951034403,0.004990615643088336,0.008080818727986605,0.009743018118204771,0.01052372193679818,0.01073172980372572
Germany,2021-03-14,0.0,2526310,4747.0,36738.12835082317,46077.54741095163,55038.30877649653,63756.84732111204,72337.71660342057,80869.04325729019,89426.97763925137,-0.13871133393741664,-0.10811638756582909,-0.08800827758171048,-0.07390497084565173,-0.06354740401154746,-0.05567965689628429,-0.04954769569967765
Germany,2021-03-15,0.0,2533008,6698.0,34251.596263117375,43560.0379287613,52563.25731374711,61346.7262752389,69993.502027993,78581.59400648017,87182.27987532623,-0.06768260113746605,-0.054636360302284026,-0.04496961330698379,-0.03780176007973768,-0.0324065326568066,-0.028285845345447647,-0.025100901575587864
Germany,2021-03-16,0.0,2548574,15566.0,41254.69719733803,50414.03034300904,59368.71442812259,68148.90823591905,76810.31427449388,85416.30578353793,94030.05188779361,0.20446057113436478,0.15734587801454292,0.12947175388606702,0.11088092835078767,0.097392072820911,0.08697598799655482,0.0785454569696955
Germany,2021-03-17,0.0,2566692,18118.0,49059.02289800352,58449.224274407235,67591.92869010216,76531.34991650205,85327.02499018215,94043.6051409226,102745.04669901426,0.18917423301725433,0.15938408170757246,0.1385109032794598,0.1230018484164781,0.11087977957299389,0.10100295579684726,0.09268307989046187
Germany,2021-03-18,0.0,2583149,16457.0,53251.26717350264,63216.379419525794,72783.6072417518,82055.29992843034,91118.14686640938,100051.31568082009,108927.54202911284,0.08545307321377016,0.08156062299026812,0.07680914943931594,0.07217891776317908,0.06786972681742465,0.06388218030237192,0.06017317163921154
Germany,2021-03-19,0.0,2598659,15510.0,55448.450380126975,66083.10353562064,76163.00603479317,85843.11422436887,95238.37850810822,104444.50282739563,113544.78782620156,0.041260674595132274,0.04534780609737665,0.04643076815108449,0.046161726289981386,0.04521856274952141,0.043909339089458044,0.04238823084665477
