Country/Region,Date,Province/State,total_cases,new_cases,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Switzerland,2021-01-27,0.0,517705,2222.0,10352.363034188282,12578.03644957794,14946.957972940945,17452.549053559902,20086.05359460197,22838.71084344929,0.018637223519438306,0.012134043014316642,0.0068149765024192455,0.0026546231631461303,-0.0005476770813377385,-0.0030010162539864105
Switzerland,2021-01-28,0.0,519404,1699.0,9980.890427350625,12180.69704131495,14510.67826252081,16969.980421864915,19553.269861868415,22253.83975910436,-0.03588288061487821,-0.03158993932445808,-0.029188528609630726,-0.02765032375580423,-0.0265250578081071,-0.02560876086019037
Switzerland,2021-01-29,0.0,521320,1916.0,9900.7123418805,12066.58086776246,14353.724225017839,16764.7328691318,19296.684321660814,21944.455783193927,-0.00803315957165629,-0.009368607819850383,-0.010816450800123056,-0.012094743048063017,-0.013122385259356495,-0.013902498591680579
Switzerland,2021-01-30,0.0,521320,0.0,7920.569873504401,10055.484056468717,12303.192192872435,14669.141260490325,17152.608285920724,19750.010204874536,-0.19999999999999996,-0.16666666666666663,-0.14285714285714268,-0.125,-0.11111111111111116,-0.09999999999999998
Switzerland,2021-01-31,0.0,521320,0.0,6336.4558988035205,8379.570047057265,10545.593308176374,12835.498602929034,15246.76292081842,17775.009184387083,-0.19999999999999996,-0.16666666666666663,-0.1428571428571428,-0.125,-0.11111111111111116,-0.09999999999999998
Switzerland,2021-02-01,0.0,525095,3775.0,8844.164719042816,10757.975039214387,12814.079978436894,15006.061277562905,17327.678151838598,19772.508265948374,0.3957589006044866,0.2838337741436232,0.21511228472102006,0.16910622187583368,0.13648242855398696,0.11237682416028338
Switzerland,2021-02-02,0.0,526728,1633.0,8708.331775234252,10597.979199345324,12616.49712437448,14763.303617867543,17035.380579412085,19428.257439353536,-0.015358481905712984,-0.01487230071513046,-0.015419199380283244,-0.016177306969839877,-0.0168688251169703,-0.017410579475528487
Switzerland,2021-02-03,0.0,528524,1796.0,8762.6654201874,10627.64933278777,12610.140392320984,14713.8906656341,16938.560515032965,19281.43169541818,0.006239271350187758,0.0027996029133818823,-0.0005038428646898518,-0.003347011855370896,-0.0056834694081405734,-0.007557329544025215
Switzerland,2021-02-04,0.0,530289,1765.0,8775.13233614992,10621.37444398981,12573.691764846559,14639.654332429838,16821.498235584855,19118.288525876364,0.001422731025858548,-0.0005904305459724091,-0.0028904220207270903,-0.005045323150161041,-0.006910993371852192,-0.008461154343667565
Switzerland,2021-02-05,0.0,531873,1584.0,8604.105868919936,10435.145369991507,12361.450084154194,14393.697540876108,16536.442876075424,18790.45967328873,-0.019489901767683393,-0.01753342516831058,-0.01687982214465833,-0.016800723976718834,-0.01694589599078722,-0.017147395392841935
Switzerland,2021-02-06,0.0,531873,0.0,6883.28469513595,8695.954474992923,10595.528643560738,12594.485348266595,14699.060334289265,16911.413705959858,-0.19999999999999996,-0.16666666666666663,-0.1428571428571429,-0.125,-0.11111111111111116,-0.09999999999999998
Switzerland,2021-02-07,0.0,531873,0.0,5506.62775610876,7246.62872916077,9081.881694480633,11020.17467973327,13065.831408257123,15220.272335363872,-0.19999999999999996,-0.16666666666666663,-0.1428571428571428,-0.125,-0.11111111111111116,-0.09999999999999998
Switzerland,2021-02-08,0.0,535153,3280.0,7685.302204887008,9318.85727430064,11064.470023840542,12922.652844766611,14894.07236289522,16978.245101827488,0.39564585537152785,0.2859575980208737,0.2183014925821809,0.1726359354840452,0.13992534401467305,0.1155020572384251
Switzerland,2021-02-09,0.0,536516,1363.0,7511.241763909607,9128.714395250534,10846.83144900618,12670.321239170786,14602.175433684639,16643.42059164474,-0.02264848360377003,-0.02040409821217881,-0.01967004062240829,-0.019526300723772372,-0.01959819464404966,-0.01972079612319355
Switzerland,2021-02-10,0.0,538118,1602.0,7610.993411127685,9209.26199604211,10899.284099148155,12688.531084274437,14581.711496608566,16581.078532480264,0.013280313742179084,0.008823542648402238,0.004835757832927445,0.0014372046895980706,-0.0014014307093493938,-0.0037457479861905396
Switzerland,2021-02-11,0.0,539474,1356.0,7444.794728902149,9030.38499670176,10698.243513555562,12458.464698740132,14317.521330318725,16278.970679232238,-0.021836660899291482,-0.019423597614795618,-0.018445301889901677,-0.01813183764190307,-0.018117912040111817,-0.018220036329737788
Switzerland,2021-02-12,0.0,540727,1253.0,7208.835783121719,8778.3208305848,10422.923011619054,12154.156611397615,13979.685626949977,15904.073611309013,-0.03169448646641537,-0.02791289255209195,-0.02573511264607642,-0.024425809656408948,-0.023595962986508567,-0.02302953149252218
Switzerland,2021-02-13,0.0,540727,0.0,5767.068626497376,7315.267358820667,8933.93400995919,10634.887034972913,12426.387223955535,14313.666250178112,-0.19999999999999996,-0.16666666666666663,-0.1428571428571428,-0.125,-0.11111111111111116,-0.09999999999999998
Switzerland,2021-02-14,0.0,540727,0.0,4613.6549011979005,6096.056132350556,7657.657722822163,9305.5261556013,11045.67753240492,12882.299625160302,-0.19999999999999996,-0.16666666666666663,-0.1428571428571428,-0.125,-0.11111111111111116,-0.09999999999999998
Switzerland,2021-02-15,0.0,543207,2480.0,6170.923920958321,7560.046776958797,9043.706619561854,10622.335386151137,12298.380028804373,14074.069662644271,0.33753478600146014,0.24015373428717846,0.1810016779163217,0.1415083046923904,0.11341110517886976,0.09251221227274775
Switzerland,2021-02-16,0.0,544282,1075.0,6011.739136766657,7375.038980798998,8826.748531053017,10369.543462882244,12006.89335893722,13741.662696379844,-0.025795940159142883,-0.024471779291585616,-0.02398995208884247,-0.023798149284428582,-0.02370122481045922,-0.02361839711129965
Switzerland,2021-02-17,0.0,545535,1253.0,6062.391309413326,7398.865817332498,8818.7844551883,10326.350530021964,11925.794096833082,13620.49642674186,0.008425544005542296,0.0032307404198856915,-0.0009022660877556765,-0.004165364947346872,-0.0067543918047520135,-0.008817438785621246
Switzerland,2021-02-18,0.0,546754,1219.0,6068.913047530661,7384.721514443749,8777.958104447116,10254.556713769218,11819.705863851628,13477.446784067673,0.0010757699040655488,-0.0019116852823057862,-0.004629475972413144,-0.00695248684847749,-0.008895695508412849,-0.010502527822211394
Switzerland,2021-02-19,0.0,547775,1021.0,5876.130438024529,7174.934595369791,8544.9640895261,9993.737124548066,11527.405212312558,13150.702105660906,-0.031765590970951885,-0.02840823701525319,-0.02654307666414768,-0.02543450648343859,-0.02472994293648345,-0.024243811431184925
Switzerland,2021-02-20,0.0,547775,0.0,4700.904350419623,5979.112162808159,7324.254933879515,8744.519983979559,10246.582410944497,11835.631895094815,-0.19999999999999996,-0.16666666666666674,-0.1428571428571428,-0.12499999999999989,-0.11111111111111105,-0.10000000000000009
Switzerland,2021-02-21,0.0,547775,0.0,3760.7234803356987,4982.5934690068,6277.9328004681565,7651.454985982114,9108.073254172885,10652.068705585334,-0.19999999999999996,-0.16666666666666663,-0.1428571428571428,-0.125,-0.11111111111111116,-0.09999999999999998
Switzerland,2021-02-22,0.0,550224,2449.0,5457.578784268559,6601.161224172333,7830.085257544135,9144.02311273435,10545.065114820341,12035.8618350268,0.45120448573405647,0.32484443397469653,0.2472394188354854,0.19506984351168555,0.1577712234570683,0.1299083931664733
Switzerland,2021-02-23,0.0,551355,1131.0,5497.063027414847,6631.967686810278,7842.501649323544,9132.020223642558,10504.391213173636,11963.275651524122,0.007234754587529091,0.004666824758822186,0.0015857288102254508,-0.0013126485950234468,-0.003857150354580674,-0.006030825585870203
Switzerland,2021-02-24,0.0,552698,1343.0,5740.650421931878,6869.639739008565,8065.144270848753,9333.517695687238,10680.23663393212,12109.948086371709,0.04431227972141061,0.03583733567806302,0.028389234899862892,0.02206493931353859,0.01674018200483185,0.012260223631050504
Switzerland,2021-02-25,0.0,553867,1169.0,5761.520337545502,6893.699782507138,8081.980803584646,9335.827983726333,10662.543674606328,12067.953277734538,0.0036354618518299464,0.003502373401322645,0.0020875674594871274,0.0002475259719239009,-0.00165660742661633,-0.0034677942743975843
Switzerland,2021-02-26,0.0,554932,1065.0,5674.2162700364015,6809.749818755949,7992.412117358269,9233.84948576054,10542.816599650068,11926.157949961083,-0.015152956579910892,-0.012177780640261315,-0.011082516576462309,-0.010923348003364586,-0.011228753532930291,-0.01174974119555694
